group	k	best_d_recorded	distance_trials	code_id	n
SmallGroup_19_1_	48	10	100000	SmallGroup_19_1__AAp6_0_4_9_9_13_14_BBp0_0_0_1_10_12_12_k48_d10	684
SmallGroup_19_1_	54	9	100000	SmallGroup_19_1__AAp0_0_2_4_6_8_10_BBp0_0_0_1_10_11_11_k54_d9	684
SmallGroup_1_1_	2	4	20000	SmallGroup_1_1__AAp11_0_0_0_0_0_0_BBp11_0_0_0_0_0_0_k2_d4	36
SmallGroup_1_1_	4	4	20000	SmallGroup_1_1__AAp11_0_0_0_0_0_0_BBp6_0_0_0_0_0_0_k4_d4	36
SmallGroup_1_1_	6	3	20000	SmallGroup_1_1__AAp0_0_0_0_0_0_0_BBp11_0_0_0_0_0_0_k6_d3	36
SmallGroup_1_1_	8	4	20000	SmallGroup_1_1__AAp6_0_0_0_0_0_0_BBp6_0_0_0_0_0_0_k8_d4	36
SmallGroup_1_1_	12	3	20000	SmallGroup_1_1__AAp0_0_0_0_0_0_0_BBp6_0_0_0_0_0_0_k12_d3	36
SmallGroup_1_1_	18	3	20000	SmallGroup_1_1__AAp0_0_0_0_0_0_0_BBp0_0_0_0_0_0_0_k18_d3	36
SmallGroup_2_1_	2	8	20000	SmallGroup_2_1__AAp11_0_0_0_0_0_1_BBp12_0_0_0_1_1_1_k2_d8	72
SmallGroup_2_1_	4	8	20000	SmallGroup_2_1__AAp12_0_0_0_1_1_1_BBp6_0_0_0_0_1_1_k4_d8	72
SmallGroup_2_1_	6	4	20000	SmallGroup_2_1__AAp12_0_0_0_1_1_1_BBp6_0_0_0_0_0_1_k6_d4	72
SmallGroup_2_1_	8	8	20000	SmallGroup_2_1__AAp6_0_0_0_0_1_1_BBp6_0_0_0_1_1_1_k8_d8	72
SmallGroup_2_1_	10	4	20000	SmallGroup_2_1__AAp6_0_0_0_0_0_1_BBp6_0_0_0_0_0_1_k10_d4	72
SmallGroup_2_1_	12	4	20000	SmallGroup_2_1__AAp6_0_0_0_0_0_0_BBp6_0_0_0_0_0_1_k12_d4	72
SmallGroup_2_1_	16	4	20000	SmallGroup_2_1__AAp6_0_0_0_0_0_0_BBp6_0_0_0_0_0_0_k16_d4	72
SmallGroup_3_1_	2	12	20000	SmallGroup_3_1__AAp12_0_0_0_1_1_2_BBp12_0_0_0_2_2_2_k2_d12	108
SmallGroup_3_1_	4	11	20000	SmallGroup_3_1__AAp14_0_0_0_1_1_1_BBp14_0_0_0_2_2_2_k4_d11	108
SmallGroup_3_1_	6	8	20000	SmallGroup_3_1__AAp15_0_0_1_1_2_2_BBp24_0_0_1_1_2_2_k6_d8	108
SmallGroup_3_1_	8	8	20000	SmallGroup_3_1__AAp6_0_0_0_0_1_1_BBp6_0_0_1_2_2_2_k8_d8	108
SmallGroup_3_1_	10	6	20000	SmallGroup_3_1__AAp0_0_0_1_1_2_2_BBp8_0_0_0_0_1_2_k10_d6	108
SmallGroup_3_1_	12	6	20000	SmallGroup_3_1__AAp0_0_0_1_1_1_2_BBp6_0_0_1_2_2_2_k12_d6	108
SmallGroup_4_1_	2	13	20000	SmallGroup_4_1__AAp11_0_0_1_2_3_3_BBp27_0_1_2_2_3_3_k2_d13	144
SmallGroup_4_1_	4	12	20000	SmallGroup_4_1__AAp11_0_0_1_2_2_3_BBp20_0_0_0_1_2_3_k4_d12	144
SmallGroup_4_1_	6	12	20000	SmallGroup_4_1__AAp12_0_0_0_1_3_3_BBp20_0_0_0_1_2_3_k6_d12	144
SmallGroup_4_1_	8	11	20000	SmallGroup_4_1__AAp6_0_0_1_2_2_3_BBp6_0_0_0_1_2_3_k8_d11	144
SmallGroup_4_1_	10	10	20000	SmallGroup_4_1__AAp29_0_0_1_1_2_3_BBp20_0_0_0_1_2_3_k10_d10	144
SmallGroup_4_1_	12	8	20000	SmallGroup_4_1__AAp6_0_0_1_1_2_3_BBp0_0_0_1_1_2_3_k12_d8	144
SmallGroup_4_1_	16	8	20000	SmallGroup_4_1__AAp6_0_0_0_0_2_2_BBp6_0_0_1_1_2_2_k16_d8	144
SmallGroup_4_2_	2	12	20000	SmallGroup_4_2__AAp12_0_0_0_1_2_2_BBp12_0_0_0_1_3_3_k2_d12	144
SmallGroup_4_2_	4	12	20000	SmallGroup_4_2__AAp12_0_0_0_1_2_2_BBp6_0_0_0_1_2_3_k4_d12	144
SmallGroup_4_2_	6	12	20000	SmallGroup_4_2__AAp12_0_0_0_1_2_2_BBp6_0_0_1_1_2_3_k6_d12	144
SmallGroup_4_2_	8	12	20000	SmallGroup_4_2__AAp6_0_0_0_1_2_3_BBp6_0_0_1_1_2_3_k8_d12	144
SmallGroup_4_2_	10	10	20000	SmallGroup_4_2__AAp6_0_0_1_1_2_3_BBp6_0_0_1_2_2_3_k10_d10	144
SmallGroup_4_2_	12	8	20000	SmallGroup_4_2__AAp13_0_1_1_2_2_3_BBp6_0_0_1_1_2_3_k12_d8	144
SmallGroup_4_2_	16	8	20000	SmallGroup_4_2__AAp13_0_1_1_2_2_3_BBp29_0_0_1_1_3_3_k16_d8	144
SmallGroup_5_1_	2	17	100000	SmallGroup_5_1__AAp12_0_0_0_1_2_4_BBp20_0_1_2_3_3_3_k2_d17	180
SmallGroup_5_1_	4	14	100000	SmallGroup_5_1__AAp27_0_0_1_1_2_4_BBp6_0_0_0_1_2_3_k4_d14	180
SmallGroup_5_1_	6	11	100000	SmallGroup_5_1__AAp8_0_0_1_1_2_4_BBp0_0_0_1_1_2_4_k6_d11	180
SmallGroup_5_1_	8	14	100000	SmallGroup_5_1__AAp17_0_0_1_1_2_2_BBp17_0_0_2_2_3_3_k8_d14	180
SmallGroup_5_1_	10	12	100000	SmallGroup_5_1__AAp16_0_1_2_3_3_4_BBp28_0_0_1_2_3_4_k10_d12	180
SmallGroup_5_1_	12	11	100000	SmallGroup_5_1__AAp29_0_0_1_1_3_4_BBp27_0_0_1_1_2_4_k12_d11	180
SmallGroup_5_1_	14	10	100000	SmallGroup_5_1__AAp27_0_0_1_1_2_4_BBp0_0_1_2_2_3_4_k14_d10	180
SmallGroup_6_1_	2	18	100000	SmallGroup_6_1__AAp14_0_0_0_1_2_3_BBp27_0_0_1_2_4_5_k2_d18	216
SmallGroup_6_1_	4	17	100000	SmallGroup_6_1__AAp10_0_0_1_2_3_3_BBp14_0_0_0_1_3_5_k4_d17	216
SmallGroup_6_1_	6	16	100000	SmallGroup_6_1__AAp27_0_1_1_1_2_4_BBp27_0_1_2_2_4_5_k6_d16	216
SmallGroup_6_1_	8	16	100000	SmallGroup_6_1__AAp10_0_2_2_2_3_5_BBp27_0_1_2_2_4_5_k8_d16	216
SmallGroup_6_1_	10	12	100000	SmallGroup_6_1__AAp27_0_1_2_2_4_5_BBp29_0_1_2_2_3_5_k10_d12	216
SmallGroup_6_1_	12	12	100000	SmallGroup_6_1__AAp10_0_0_1_2_3_3_BBp27_0_1_2_2_3_5_k12_d12	216
SmallGroup_6_1_	14	12	100000	SmallGroup_6_1__AAp27_0_1_2_2_3_5_BBp27_0_1_2_2_4_5_k14_d12	216
SmallGroup_6_1_	16	12	100000	SmallGroup_6_1__AAp27_0_1_2_2_3_5_BBp29_0_0_1_1_3_5_k16_d12	216
SmallGroup_6_2_	2	18	100000	SmallGroup_6_2__AAp12_0_0_0_2_3_3_BBp11_0_0_1_2_2_3_k2_d18	216
SmallGroup_6_2_	4	18	100000	SmallGroup_6_2__AAp10_0_3_3_4_5_5_BBp14_0_0_0_5_5_5_k4_d18	216
SmallGroup_6_2_	6	16	100000	SmallGroup_6_2__AAp12_0_0_0_1_3_5_BBp6_0_1_2_4_5_5_k6_d16	216
SmallGroup_6_2_	8	16	100000	SmallGroup_6_2__AAp10_0_1_2_2_4_5_BBp8_0_0_0_1_3_4_k8_d16	216
SmallGroup_6_2_	10	14	100000	SmallGroup_6_2__AAp6_0_0_1_1_2_3_BBp6_0_1_2_4_5_5_k10_d14	216
SmallGroup_6_2_	12	12	100000	SmallGroup_6_2__AAp6_0_1_2_2_3_5_BBp8_0_0_0_1_2_5_k12_d12	216
SmallGroup_6_2_	14	12	100000	SmallGroup_6_2__AAp6_0_2_3_3_4_5_BBp15_0_0_1_1_2_4_k14_d12	216
SmallGroup_6_2_	16	12	100000	SmallGroup_6_2__AAp6_0_1_2_2_3_4_BBp6_0_1_2_3_3_4_k16_d12	216
SmallGroup_7_1_	2	21	100000	SmallGroup_7_1__AAp11_0_0_1_3_4_6_BBp8_0_2_3_5_5_6_k2_d21	252
SmallGroup_7_1_	4	20	100000	SmallGroup_7_1__AAp6_0_0_0_1_2_3_BBp8_0_2_3_5_5_6_k4_d20	252
SmallGroup_7_1_	6	20	100000	SmallGroup_7_1__AAp24_0_0_2_3_6_6_BBp10_0_2_2_3_4_6_k6_d20	252
SmallGroup_7_1_	8	18	100000	SmallGroup_7_1__AAp6_0_0_0_1_2_3_BBp6_0_2_3_5_5_6_k8_d18	252
SmallGroup_7_1_	10	17	100000	SmallGroup_7_1__AAp11_0_0_1_1_3_4_BBp6_0_0_0_4_5_6_k10_d17	252
SmallGroup_7_1_	12	16	100000	SmallGroup_7_1__AAp10_0_1_2_2_4_6_BBp25_0_0_1_3_4_6_k12_d16	252
SmallGroup_7_1_	14	14	100000	SmallGroup_7_1__AAp6_0_0_1_2_2_5_BBp6_0_0_0_2_3_6_k14_d14	252
SmallGroup_7_1_	16	14	100000	SmallGroup_7_1__AAp6_0_1_2_4_5_6_BBp11_0_1_2_2_4_6_k16_d14	252
SmallGroup_8_1_	2	25	100000	SmallGroup_8_1__AAp11_0_0_1_4_7_7_BBp12_0_1_3_4_5_6_k2_d25	288
SmallGroup_8_1_	4	23	100000	SmallGroup_8_1__AAp27_0_4_5_5_6_7_BBp12_0_3_3_4_7_7_k4_d23	288
SmallGroup_8_1_	6	22	100000	SmallGroup_8_1__AAp27_0_1_2_2_3_7_BBp11_0_0_1_3_4_7_k6_d22	288
SmallGroup_8_1_	8	20	100000	SmallGroup_8_1__AAp27_0_1_2_2_3_4_BBp12_0_0_2_4_4_6_k8_d20	288
SmallGroup_8_1_	10	20	100000	SmallGroup_8_1__AAp27_0_1_2_2_3_4_BBp12_0_2_2_4_5_6_k10_d20	288
SmallGroup_8_1_	12	18	100000	SmallGroup_8_1__AAp29_0_0_1_1_4_6_BBp11_0_0_1_3_6_7_k12_d18	288
SmallGroup_8_1_	14	16	100000	SmallGroup_8_1__AAp29_0_0_1_1_4_6_BBp8_0_3_4_4_6_6_k14_d16	288
SmallGroup_8_2_	2	25	100000	SmallGroup_8_2__AAp11_0_4_4_5_6_7_BBp27_0_2_2_5_6_7_k2_d25	288
SmallGroup_8_2_	4	23	100000	SmallGroup_8_2__AAp11_0_1_4_5_6_7_BBp11_0_2_2_3_4_7_k4_d23	288
SmallGroup_8_2_	6	22	100000	SmallGroup_8_2__AAp11_0_1_2_3_4_5_BBp6_0_2_3_5_6_7_k6_d22	288
SmallGroup_8_2_	8	20	100000	SmallGroup_8_2__AAp11_0_1_1_3_6_7_BBp6_0_1_2_3_5_7_k8_d20	288
SmallGroup_8_2_	10	20	100000	SmallGroup_8_2__AAp11_0_1_1_3_4_7_BBp6_0_1_2_3_5_7_k10_d20	288
SmallGroup_8_2_	12	18	100000	SmallGroup_8_2__AAp6_0_0_4_5_6_7_BBp11_0_1_1_2_4_7_k12_d18	288
SmallGroup_8_2_	14	16	100000	SmallGroup_8_2__AAp12_0_1_2_3_4_6_BBp16_0_1_2_4_5_7_k14_d16	288
SmallGroup_8_2_	16	16	100000	SmallGroup_8_2__AAp27_0_1_2_2_4_6_BBp3_0_1_4_5_6_7_k16_d16	288
SmallGroup_8_3_	2	23	100000	SmallGroup_8_3__AAp11_0_0_1_3_4_4_BBp27_0_1_2_2_4_5_k2_d23	288
SmallGroup_8_3_	4	22	100000	SmallGroup_8_3__AAp27_0_1_2_2_3_6_BBp11_0_0_2_4_5_6_k4_d22	288
SmallGroup_8_3_	6	19	100000	SmallGroup_8_3__AAp11_0_1_2_3_4_4_BBp19_0_1_2_2_3_5_k6_d19	288
SmallGroup_8_3_	8	19	100000	SmallGroup_8_3__AAp11_0_1_2_3_4_6_BBp20_0_1_2_4_5_7_k8_d19	288
SmallGroup_8_3_	10	16	100000	SmallGroup_8_3__AAp11_0_0_1_2_4_5_BBp6_0_1_2_2_4_6_k10_d16	288
SmallGroup_8_3_	12	17	100000	SmallGroup_8_3__AAp11_0_1_2_3_5_6_BBp6_0_1_2_2_4_5_k12_d17	288
SmallGroup_8_3_	16	16	100000	SmallGroup_8_3__AAp11_0_1_2_3_4_6_BBp6_0_3_5_5_6_6_k16_d16	288
SmallGroup_8_4_	2	25	100000	SmallGroup_8_4__AAp11_0_1_2_3_6_7_BBp11_0_1_2_4_5_6_k2_d25	288
SmallGroup_8_4_	4	24	100000	SmallGroup_8_4__AAp11_0_1_4_5_6_7_BBp24_0_1_2_4_5_6_k4_d24	288
SmallGroup_8_4_	6	21	100000	SmallGroup_8_4__AAp15_0_1_2_2_4_7_BBp15_0_3_4_6_6_7_k6_d21	288
SmallGroup_8_4_	8	20	100000	SmallGroup_8_4__AAp6_0_0_1_1_2_4_BBp15_0_0_1_2_4_7_k8_d20	288
SmallGroup_8_4_	10	16	100000	SmallGroup_8_4__AAp11_0_3_4_5_5_6_BBp12_0_1_2_3_4_5_k10_d16	288
SmallGroup_8_4_	12	18	100000	SmallGroup_8_4__AAp12_0_1_2_3_4_5_BBp6_0_0_1_2_2_5_k12_d18	288
SmallGroup_8_4_	14	16	100000	SmallGroup_8_4__AAp15_0_0_2_4_5_6_BBp8_0_0_1_1_2_6_k14_d16	288
SmallGroup_8_4_	16	16	100000	SmallGroup_8_4__AAp15_0_0_1_1_2_6_BBp6_0_1_2_2_5_7_k16_d16	288
SmallGroup_8_5_	4	20	100000	SmallGroup_8_5__AAp11_0_0_1_2_2_7_BBp11_0_0_1_2_3_5_k4_d20	288
SmallGroup_8_5_	8	20	100000	SmallGroup_8_5__AAp11_0_0_1_2_2_3_BBp6_0_1_2_3_4_5_k8_d20	288
SmallGroup_8_5_	12	17	100000	SmallGroup_8_5__AAp11_0_1_3_4_5_7_BBp6_0_1_2_3_4_5_k12_d17	288
SmallGroup_8_5_	16	19	100000	SmallGroup_8_5__AAp6_0_1_2_3_4_5_BBp6_0_1_2_4_5_7_k16_d19	288
SmallGroup_9_1_	2	21	200000	SmallGroup_9_1__AAp27_0_1_2_2_3_4_BBp27_0_2_3_6_6_7_k2_d21	324
SmallGroup_9_1_	4	22	200000	SmallGroup_9_1__AAp27_0_1_2_2_3_4_BBp6_0_2_6_7_7_8_k4_d22	324
SmallGroup_9_1_	6	20	12000000	SmallGroup_9_1__AAp27_0_2_3_3_5_6_BBp11_0_0_1_3_3_4_k6_d20	324
SmallGroup_9_1_	8	19	100000	SmallGroup_9_1__AAp6_0_1_3_3_4_5_BBp11_0_0_1_3_3_7_k8_d19	324
SmallGroup_9_1_	18	18	100000	SmallGroup_9_1__AAp27_0_1_2_2_6_7_BBp0_0_1_2_2_3_7_k18_d18	324
SmallGroup_9_2_	2	24	6000000	SmallGroup_9_2__AAp11_0_0_1_1_2_7_BBp11_0_1_2_3_4_8_k2_d25	324
SmallGroup_9_2_	4	24	200000	SmallGroup_9_2__AAp10_0_1_1_2_4_6_BBp11_0_0_1_1_2_7_k4_d24	324
SmallGroup_9_2_	6	19	100000	SmallGroup_9_2__AAp11_0_0_1_2_3_6_BBp11_0_0_1_1_4_5_k6_d19	324
SmallGroup_9_2_	8	22	24000000	SmallGroup_9_2__AAp10_0_1_4_4_5_6_BBp10_0_1_1_5_7_8_k8_d22	324
SmallGroup_9_2_	10	18	400000	SmallGroup_9_2__AAp11_0_1_3_4_5_8_BBp11_0_0_1_2_2_6_k10_d18	324
SmallGroup_9_2_	12	18	100000	SmallGroup_9_2__AAp10_0_1_1_2_4_6_BBp10_0_1_2_4_5_7_k12_d18	324
