code_id	group	n	k	d_recorded	distance_trials	distance_method	A_id	B_id	run_dir	src_dir	collected_dir
C7_AAp13_0_1_1_4_5_6_BBp6_0_1_2_3_5_6_k8_d13	C7	252	8	13	600000	dist-m4ri	p13_0_1_1_4_5_6	p6_0_1_2_3_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp13_0_1_1_4_5_6_BBp6_0_1_2_3_5_6_k8_d13	best_codes/collected/C7_AAp13_0_1_1_4_5_6_BBp6_0_1_2_3_5_6_k8_d13
C7_AAp13_0_1_1_4_5_6_BBp6_0_0_0_0_1_1_k8_d12	C7	252	8	12	600000	dist-m4ri	p13_0_1_1_4_5_6	p6_0_0_0_0_1_1	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp13_0_1_1_4_5_6_BBp6_0_0_0_0_1_1_k8_d12	best_codes/collected/C7_AAp13_0_1_1_4_5_6_BBp6_0_0_0_0_1_1_k8_d12
C7_AAp11_0_0_1_1_3_4_BBp6_0_0_0_4_5_6_k10_d17	C7	252	10	17	600000	dist-m4ri	p11_0_0_1_1_3_4	p6_0_0_0_4_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp11_0_0_1_1_3_4_BBp6_0_0_0_4_5_6_k10_d17	best_codes/collected/C7_AAp11_0_0_1_1_3_4_BBp6_0_0_0_4_5_6_k10_d17
C7_AAp8_0_1_2_2_3_5_BBp6_0_0_0_1_4_5_k10_d16	C7	252	10	16	600000	dist-m4ri	p8_0_1_2_2_3_5	p6_0_0_0_1_4_5	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp8_0_1_2_2_3_5_BBp6_0_0_0_1_4_5_k10_d16	best_codes/collected/C7_AAp8_0_1_2_2_3_5_BBp6_0_0_0_1_4_5_k10_d16
C7_AAp1_0_1_2_2_3_5_BBp8_0_1_2_3_3_6_k10_d15	C7	252	10	15	600000	dist-m4ri	p1_0_1_2_2_3_5	p8_0_1_2_3_3_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp1_0_1_2_2_3_5_BBp8_0_1_2_3_3_6_k10_d15	best_codes/collected/C7_AAp1_0_1_2_2_3_5_BBp8_0_1_2_3_3_6_k10_d15
C7_AAp13_0_1_1_4_5_6_BBp27_0_2_3_4_4_5_k10_d14	C7	252	10	14	600000	dist-m4ri	p13_0_1_1_4_5_6	p27_0_2_3_4_4_5	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp13_0_1_1_4_5_6_BBp27_0_2_3_4_4_5_k10_d14	best_codes/collected/C7_AAp13_0_1_1_4_5_6_BBp27_0_2_3_4_4_5_k10_d14
C7_AAp15_0_0_3_4_6_6_BBp6_0_2_3_4_5_6_k10_d13	C7	252	10	13	600000	dist-m4ri	p15_0_0_3_4_6_6	p6_0_2_3_4_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp15_0_0_3_4_6_6_BBp6_0_2_3_4_5_6_k10_d13	best_codes/collected/C7_AAp15_0_0_3_4_6_6_BBp6_0_2_3_4_5_6_k10_d13
C7_AAp10_0_1_2_2_4_6_BBp25_0_0_1_3_4_6_k12_d16	C7	252	12	16	600000	dist-m4ri	p10_0_1_2_2_4_6	p25_0_0_1_3_4_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp10_0_1_2_2_4_6_BBp25_0_0_1_3_4_6_k12_d16	best_codes/collected/C7_AAp10_0_1_2_2_4_6_BBp25_0_0_1_3_4_6_k12_d16
C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_4_4_5_k12_d15	C7	252	12	15	600000	dist-m4ri	p6_0_1_2_3_4_5	p10_0_0_1_4_4_5	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_4_4_5_k12_d15	best_codes/collected/C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_4_4_5_k12_d15
C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_3_3_4_k12_d14	C7	252	12	14	600000	dist-m4ri	p6_0_1_2_3_4_5	p10_0_0_1_3_3_4	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_3_3_4_k12_d14	best_codes/collected/C7_AAp6_0_1_2_3_4_5_BBp10_0_0_1_3_3_4_k12_d14
C7_AAp6_0_0_1_2_2_5_BBp6_0_0_0_2_3_6_k14_d14	C7	252	14	14	600000	dist-m4ri	p6_0_0_1_2_2_5	p6_0_0_0_2_3_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_0_1_2_2_5_BBp6_0_0_0_2_3_6_k14_d14	best_codes/collected/C7_AAp6_0_0_1_2_2_5_BBp6_0_0_0_2_3_6_k14_d14
C7_AAp13_0_1_1_4_5_6_BBp6_0_2_3_4_5_6_k14_d13	C7	252	14	13	600000	dist-m4ri	p13_0_1_1_4_5_6	p6_0_2_3_4_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp13_0_1_1_4_5_6_BBp6_0_2_3_4_5_6_k14_d13	best_codes/collected/C7_AAp13_0_1_1_4_5_6_BBp6_0_2_3_4_5_6_k14_d13
C7_AAp6_0_1_2_3_4_5_BBp28_0_0_1_2_5_6_k16_d13	C7	252	16	13	600000	dist-m4ri	p6_0_1_2_3_4_5	p28_0_0_1_2_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_1_2_3_4_5_BBp28_0_0_1_2_5_6_k16_d13	best_codes/collected/C7_AAp6_0_1_2_3_4_5_BBp28_0_0_1_2_5_6_k16_d13
C7_AAp6_0_1_2_3_4_5_BBp8_0_1_2_3_3_6_k16_d12	C7	252	16	12	600000	dist-m4ri	p6_0_1_2_3_4_5	p8_0_1_2_3_3_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_1_2_3_4_5_BBp8_0_1_2_3_3_6_k16_d12	best_codes/collected/C7_AAp6_0_1_2_3_4_5_BBp8_0_1_2_3_3_6_k16_d12
C7_AAp0_0_1_2_3_4_5_BBp6_0_1_2_3_5_6_k18_d12	C7	252	18	12	600000	dist-m4ri	p0_0_1_2_3_4_5	p6_0_1_2_3_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp0_0_1_2_3_4_5_BBp6_0_1_2_3_5_6_k18_d12	best_codes/collected/C7_AAp0_0_1_2_3_4_5_BBp6_0_1_2_3_5_6_k18_d12
C7_AAp6_0_1_2_3_4_5_BBp13_0_1_1_4_5_6_k20_d12	C7	252	20	12	600000	dist-m4ri	p6_0_1_2_3_4_5	p13_0_1_1_4_5_6	results/progressive_C7_20260126T125504Z	results/progressive_C7_20260126T125504Z/best_codes/C7_AAp6_0_1_2_3_4_5_BBp13_0_1_1_4_5_6_k20_d12	best_codes/collected/C7_AAp6_0_1_2_3_4_5_BBp13_0_1_1_4_5_6_k20_d12
SmallGroup_10_1__AAp11_0_0_1_2_2_3_BBp11_0_1_2_3_7_8_k2_d23	SmallGroup_10_1_	360	2	23	200000	dist-m4ri	p11_0_0_1_2_2_3	p11_0_1_2_3_7_8	results/progressive_SmallGroup_10_1_20260123T155141Z	results/progressive_SmallGroup_10_1_20260123T155141Z/best_codes/SmallGroup_10_1__AAp11_0_0_1_2_2_3_BBp11_0_1_2_3_7_8_k2_d23	best_codes/collected/SmallGroup_10_1__AAp11_0_0_1_2_2_3_BBp11_0_1_2_3_7_8_k2_d23
SmallGroup_10_1__AAp10_0_0_1_1_2_3_BBp11_0_1_2_3_7_8_k4_d24	SmallGroup_10_1_	360	4	24	200000	dist-m4ri	p10_0_0_1_1_2_3	p11_0_1_2_3_7_8	results/progressive_SmallGroup_10_1_20260123T155141Z	results/progressive_SmallGroup_10_1_20260123T155141Z/best_codes/SmallGroup_10_1__AAp10_0_0_1_1_2_3_BBp11_0_1_2_3_7_8_k4_d24	best_codes/collected/SmallGroup_10_1__AAp10_0_0_1_1_2_3_BBp11_0_1_2_3_7_8_k4_d24
SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_1_2_4_5_9_k4_d23	SmallGroup_10_1_	360	4	23	200000	dist-m4ri	p10_0_0_1_1_2_2	p11_0_1_2_4_5_9	results/progressive_SmallGroup_10_1_20260123T155141Z	results/progressive_SmallGroup_10_1_20260123T155141Z/best_codes/SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_1_2_4_5_9_k4_d23	best_codes/collected/SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_1_2_4_5_9_k4_d23
SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_0_1_2_6_7_k4_d22	SmallGroup_10_1_	360	4	22	200000	dist-m4ri	p10_0_0_1_1_2_2	p11_0_0_1_2_6_7	results/progressive_SmallGroup_10_1_20260123T155141Z	results/progressive_SmallGroup_10_1_20260123T155141Z/best_codes/SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_0_1_2_6_7_k4_d22	best_codes/collected/SmallGroup_10_1__AAp10_0_0_1_1_2_2_BBp11_0_0_1_2_6_7_k4_d22
SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d24	SmallGroup_10_2_	360	2	24	200000	dist-m4ri	p27_0_1_2_2_4_9	p27_0_1_3_4_6_6	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d24	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d24
SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d21	SmallGroup_10_2_	360	2	21	200000	dist-m4ri	p27_0_0_2_2_4_9	p27_0_1_3_4_6_6	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d21	best_codes/collected/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp27_0_1_3_4_6_6_k2_d21
SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp11_0_0_1_2_2_3_k2_d20	SmallGroup_10_2_	360	2	20	200000	dist-m4ri	p27_0_0_2_2_4_9	p11_0_0_1_2_2_3	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp11_0_0_1_2_2_3_k2_d20	best_codes/collected/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp11_0_0_1_2_2_3_k2_d20
SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp11_0_0_1_2_2_3_k4_d22	SmallGroup_10_2_	360	4	22	200000	dist-m4ri	p27_0_1_2_2_4_9	p11_0_0_1_2_2_3	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp11_0_0_1_2_2_3_k4_d22	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp11_0_0_1_2_2_3_k4_d22
SmallGroup_10_2__AAp29_0_0_3_3_7_8_BBp27_0_1_3_4_6_7_k6_d21	SmallGroup_10_2_	360	6	21	200000	dist-m4ri	p29_0_0_3_3_7_8	p27_0_1_3_4_6_7	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp29_0_0_3_3_7_8_BBp27_0_1_3_4_6_7_k6_d21	best_codes/collected/SmallGroup_10_2__AAp29_0_0_3_3_7_8_BBp27_0_1_3_4_6_7_k6_d21
SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp29_0_1_2_4_9_9_k6_d20	SmallGroup_10_2_	360	6	20	200000	dist-m4ri	p27_0_1_2_2_4_9	p29_0_1_2_4_9_9	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp29_0_1_2_4_9_9_k6_d20	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp29_0_1_2_4_9_9_k6_d20
SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d24	SmallGroup_10_2_	360	8	24	200000	dist-m4ri	p27_0_1_2_2_4_9	p17_0_1_2_3_8_9	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d24	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d24
SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d22	SmallGroup_10_2_	360	8	22	200000	dist-m4ri	p27_0_0_2_2_4_9	p17_0_1_2_3_8_9	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d22	best_codes/collected/SmallGroup_10_2__AAp27_0_0_2_2_4_9_BBp17_0_1_2_3_8_9_k8_d22
SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_4_5_6_7_k16_d22	SmallGroup_10_2_	360	16	22	200000	dist-m4ri	p27_0_1_2_2_5_9	p17_0_1_4_5_6_7	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_4_5_6_7_k16_d22	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_4_5_6_7_k16_d22
SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_2_3_8_9_k16_d20	SmallGroup_10_2_	360	16	20	200000	dist-m4ri	p27_0_1_2_2_5_9	p17_0_1_2_3_8_9	results/progressive_SmallGroup_10_2_20260123T155140Z	results/progressive_SmallGroup_10_2_20260123T155140Z/best_codes/SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_2_3_8_9_k16_d20	best_codes/collected/SmallGroup_10_2__AAp27_0_1_2_2_5_9_BBp17_0_1_2_3_8_9_k16_d20
SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp10_0_0_1_2_10_10_k2_d34	SmallGroup_12_1_	432	2	34	200000	dist-m4ri	p11_0_0_1_7_8_10	p10_0_0_1_2_10_10	results/progressive_SmallGroup_12_1_20260123T155140Z	results/progressive_SmallGroup_12_1_20260123T155140Z/best_codes/SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp10_0_0_1_2_10_10_k2_d34	best_codes/collected/SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp10_0_0_1_2_10_10_k2_d34
SmallGroup_12_1__AAp10_0_0_1_2_10_10_BBp11_0_0_1_7_8_10_k2_d31	SmallGroup_12_1_	432	2	31	200000	dist-m4ri	p10_0_0_1_2_10_10	p11_0_0_1_7_8_10	results/progressive_SmallGroup_12_1_20260123T155140Z	results/progressive_SmallGroup_12_1_20260123T155140Z/best_codes/SmallGroup_12_1__AAp10_0_0_1_2_10_10_BBp11_0_0_1_7_8_10_k2_d31	best_codes/collected/SmallGroup_12_1__AAp10_0_0_1_2_10_10_BBp11_0_0_1_7_8_10_k2_d31
SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp11_0_1_2_4_7_9_k4_d29	SmallGroup_12_1_	432	4	29	200000	dist-m4ri	p11_0_0_1_7_8_10	p11_0_1_2_4_7_9	results/progressive_SmallGroup_12_1_20260123T155140Z	results/progressive_SmallGroup_12_1_20260123T155140Z/best_codes/SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp11_0_1_2_4_7_9_k4_d29	best_codes/collected/SmallGroup_12_1__AAp11_0_0_1_7_8_10_BBp11_0_1_2_4_7_9_k4_d29
SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_1_2_4_7_9_k4_d28	SmallGroup_12_1_	432	4	28	200000	dist-m4ri	p10_0_0_1_1_3_9	p11_0_1_2_4_7_9	results/progressive_SmallGroup_12_1_20260123T155140Z	results/progressive_SmallGroup_12_1_20260123T155140Z/best_codes/SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_1_2_4_7_9_k4_d28	best_codes/collected/SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_1_2_4_7_9_k4_d28
SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_0_3_3_4_11_k4_d24	SmallGroup_12_1_	432	4	24	200000	dist-m4ri	p10_0_0_1_1_3_9	p11_0_0_3_3_4_11	results/progressive_SmallGroup_12_1_20260123T155140Z	results/progressive_SmallGroup_12_1_20260123T155140Z/best_codes/SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_0_3_3_4_11_k4_d24	best_codes/collected/SmallGroup_12_1__AAp10_0_0_1_1_3_9_BBp11_0_0_3_3_4_11_k4_d24
SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp11_0_0_1_6_10_11_k2_d30	SmallGroup_12_2_	432	2	30	200000	dist-m4ri	p11_0_0_2_2_3_4	p11_0_0_1_6_10_11	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp11_0_0_1_6_10_11_k2_d30	best_codes/collected/SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp11_0_0_1_6_10_11_k2_d30
SmallGroup_12_2__AAp14_0_1_5_6_8_11_BBp10_0_0_1_6_10_10_k4_d32	SmallGroup_12_2_	432	4	32	200000	dist-m4ri	p14_0_1_5_6_8_11	p10_0_0_1_6_10_10	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp14_0_1_5_6_8_11_BBp10_0_0_1_6_10_10_k4_d32	best_codes/collected/SmallGroup_12_2__AAp14_0_1_5_6_8_11_BBp10_0_0_1_6_10_10_k4_d32
SmallGroup_12_2__AAp10_0_1_5_8_10_11_BBp15_0_0_2_9_11_11_k4_d31	SmallGroup_12_2_	432	4	31	200000	dist-m4ri	p10_0_1_5_8_10_11	p15_0_0_2_9_11_11	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp10_0_1_5_8_10_11_BBp15_0_0_2_9_11_11_k4_d31	best_codes/collected/SmallGroup_12_2__AAp10_0_1_5_8_10_11_BBp15_0_0_2_9_11_11_k4_d31
SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp10_0_0_1_6_10_10_k4_d27	SmallGroup_12_2_	432	4	27	200000	dist-m4ri	p11_0_0_2_2_3_4	p10_0_0_1_6_10_10	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp10_0_0_1_6_10_10_k4_d27	best_codes/collected/SmallGroup_12_2__AAp11_0_0_2_2_3_4_BBp10_0_0_1_6_10_10_k4_d27
SmallGroup_12_2__AAp15_0_0_4_4_6_8_BBp11_0_0_1_6_10_11_k6_d26	SmallGroup_12_2_	432	6	26	200000	dist-m4ri	p15_0_0_4_4_6_8	p11_0_0_1_6_10_11	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp15_0_0_4_4_6_8_BBp11_0_0_1_6_10_11_k6_d26	best_codes/collected/SmallGroup_12_2__AAp15_0_0_4_4_6_8_BBp11_0_0_1_6_10_11_k6_d26
SmallGroup_12_2__AAp10_0_0_1_2_3_4_BBp10_0_1_4_5_7_9_k8_d24	SmallGroup_12_2_	432	8	24	200000	dist-m4ri	p10_0_0_1_2_3_4	p10_0_1_4_5_7_9	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp10_0_0_1_2_3_4_BBp10_0_1_4_5_7_9_k8_d24	best_codes/collected/SmallGroup_12_2__AAp10_0_0_1_2_3_4_BBp10_0_1_4_5_7_9_k8_d24
SmallGroup_12_2__AAp11_0_3_4_5_5_11_BBp10_0_1_4_5_7_9_k12_d28	SmallGroup_12_2_	432	12	28	200000	dist-m4ri	p11_0_3_4_5_5_11	p10_0_1_4_5_7_9	results/progressive_SmallGroup_12_2_20260123T155140Z	results/progressive_SmallGroup_12_2_20260123T155140Z/best_codes/SmallGroup_12_2__AAp11_0_3_4_5_5_11_BBp10_0_1_4_5_7_9_k12_d28	best_codes/collected/SmallGroup_12_2__AAp11_0_3_4_5_5_11_BBp10_0_1_4_5_7_9_k12_d28
SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp11_0_0_1_1_11_11_k4_d33	SmallGroup_12_3_	432	4	33	200000	dist-m4ri	p10_0_3_4_7_8_11	p11_0_0_1_1_11_11	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp11_0_0_1_1_11_11_k4_d33	best_codes/collected/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp11_0_0_1_1_11_11_k4_d33
SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp10_0_0_1_2_10_10_k4_d28	SmallGroup_12_3_	432	4	28	200000	dist-m4ri	p10_0_3_4_7_8_11	p10_0_0_1_2_10_10	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp10_0_0_1_2_10_10_k4_d28	best_codes/collected/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp10_0_0_1_2_10_10_k4_d28
SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_3_4_7_8_11_k4_d25	SmallGroup_12_3_	432	4	25	200000	dist-m4ri	p10_0_0_1_2_10_10	p10_0_3_4_7_8_11	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_3_4_7_8_11_k4_d25	best_codes/collected/SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_3_4_7_8_11_k4_d25
SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_0_1_2_5_10_k4_d24	SmallGroup_12_3_	432	4	24	200000	dist-m4ri	p10_0_0_1_2_10_10	p10_0_0_1_2_5_10	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_0_1_2_5_10_k4_d24	best_codes/collected/SmallGroup_12_3__AAp10_0_0_1_2_10_10_BBp10_0_0_1_2_5_10_k4_d24
SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp6_0_0_1_2_3_4_k8_d31	SmallGroup_12_3_	432	8	31	200000	dist-m4ri	p10_0_3_4_7_8_11	p6_0_0_1_2_3_4	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp6_0_0_1_2_3_4_k8_d31	best_codes/collected/SmallGroup_12_3__AAp10_0_3_4_7_8_11_BBp6_0_0_1_2_3_4_k8_d31
SmallGroup_12_3__AAp10_0_0_1_2_5_10_BBp10_0_3_4_7_8_11_k8_d26	SmallGroup_12_3_	432	8	26	200000	dist-m4ri	p10_0_0_1_2_5_10	p10_0_3_4_7_8_11	results/progressive_SmallGroup_12_3_20260123T155140Z	results/progressive_SmallGroup_12_3_20260123T155140Z/best_codes/SmallGroup_12_3__AAp10_0_0_1_2_5_10_BBp10_0_3_4_7_8_11_k8_d26	best_codes/collected/SmallGroup_12_3__AAp10_0_0_1_2_5_10_BBp10_0_3_4_7_8_11_k8_d26
SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp10_0_0_1_1_2_10_k2_d29	SmallGroup_12_4_	432	2	29	200000	dist-m4ri	p15_0_1_5_6_10_11	p10_0_0_1_1_2_10	results/progressive_SmallGroup_12_4_20260123T155141Z	results/progressive_SmallGroup_12_4_20260123T155141Z/best_codes/SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp10_0_0_1_1_2_10_k2_d29	best_codes/collected/SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp10_0_0_1_1_2_10_k2_d29
SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp15_0_1_5_6_10_11_k2_d28	SmallGroup_12_4_	432	2	28	200000	dist-m4ri	p10_0_0_1_1_2_10	p15_0_1_5_6_10_11	results/progressive_SmallGroup_12_4_20260123T155141Z	results/progressive_SmallGroup_12_4_20260123T155141Z/best_codes/SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp15_0_1_5_6_10_11_k2_d28	best_codes/collected/SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp15_0_1_5_6_10_11_k2_d28
SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp16_0_1_4_6_7_9_k4_d25	SmallGroup_12_4_	432	4	25	200000	dist-m4ri	p10_0_0_1_1_2_10	p16_0_1_4_6_7_9	results/progressive_SmallGroup_12_4_20260123T155141Z	results/progressive_SmallGroup_12_4_20260123T155141Z/best_codes/SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp16_0_1_4_6_7_9_k4_d25	best_codes/collected/SmallGroup_12_4__AAp10_0_0_1_1_2_10_BBp16_0_1_4_6_7_9_k4_d25
SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp21_0_1_4_6_9_11_k4_d24	SmallGroup_12_4_	432	4	24	200000	dist-m4ri	p15_0_1_5_6_10_11	p21_0_1_4_6_9_11	results/progressive_SmallGroup_12_4_20260123T155141Z	results/progressive_SmallGroup_12_4_20260123T155141Z/best_codes/SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp21_0_1_4_6_9_11_k4_d24	best_codes/collected/SmallGroup_12_4__AAp15_0_1_5_6_10_11_BBp21_0_1_4_6_9_11_k4_d24
SmallGroup_12_5__AAp20_0_0_6_7_8_11_BBp11_0_0_1_2_2_5_k2_d28	SmallGroup_12_5_	432	2	28	200000	dist-m4ri	p20_0_0_6_7_8_11	p11_0_0_1_2_2_5	results/progressive_SmallGroup_12_5_20260123T155140Z	results/progressive_SmallGroup_12_5_20260123T155140Z/best_codes/SmallGroup_12_5__AAp20_0_0_6_7_8_11_BBp11_0_0_1_2_2_5_k2_d28	best_codes/collected/SmallGroup_12_5__AAp20_0_0_6_7_8_11_BBp11_0_0_1_2_2_5_k2_d28
